time,ohc_mean,ohc_min,ohc_max
20061116,-2.847744592264056e+21,-5.515500057582979e+21,6.957570250453056e+20
20070016,-2.7037977402980214e+21,-5.66081170195984e+21,1.194413050692571e+21
20070116,-2.491042017489009e+21,-5.812898683588607e+21,1.8953496375218177e+21
20070216,-2.3045941328895266e+21,-5.879445748182477e+21,2.5407822440622347e+21
20070316,-2.2856250557015348e+21,-6.096148078552447e+21,2.9546002339852803e+21
20070416,-2.3394085905639657e+21,-6.119130463488375e+21,3.041594954437305e+21
20070516,-2.4466459498836064e+21,-6.167092298319996e+21,2.9438945208960753e+21
20070616,-2.3292570172614102e+21,-5.934436200832547e+21,2.982868015296394e+21
20070716,-2.07988056963116e+21,-5.591341003695371e+21,3.1792633334715725e+21
20070816,-1.7897036532780056e+21,-5.302384562841234e+21,3.522076680332069e+21
20070916,-1.240402027412426e+21,-4.816300218272533e+21,4.1489982023103493e+21
20071016,-7.369877095051133e+20,-4.3009036325791376e+21,4.3992043115082033e+21
20071116,-1.479951470535766e+20,-3.549829127873321e+21,4.65193780797819e+21
20080016,2.0579518909617996e+20,-3.012831730254685e+21,4.714641707065046e+21
20080116,8.759591112665684e+20,-2.1429836987512337e+21,5.023644936498004e+21
20080216,1.872322146220871e+21,-8.846365860423407e+20,5.542957050223677e+21
20080316,2.8858945753250126e+21,2.9613372437278576e+20,6.12046240307817e+21
20080416,3.9520377386769313e+21,1.4180932161039413e+21,7.037641202515456e+21
20080516,4.779672207940649e+21,2.3519246381133828e+21,7.809058279088121e+21
20080616,5.695936091731135e+21,3.144892330240442e+21,8.803051036719791e+21
20080716,7.052976573800353e+21,4.4257500289118005e+21,1.0195292793450191e+22
20080816,8.134921413957334e+21,5.689201924885822e+21,1.1102668570048583e+22
20080916,9.180408076400881e+21,6.901485751481008e+21,1.1914180631153774e+22
20081016,1.0408167659925597e+22,8.12734596062788e+21,1.3156031809027547e+22
20081116,1.17247141573003e+22,9.521497900375232e+21,1.4625290889623006e+22
20090016,1.3389164105880593e+22,1.1121253424510865e+22,1.6176704212408493e+22
20090116,1.481985919125435e+22,1.252399325962265e+22,1.736759350132387e+22
20090216,1.5966367982821789e+22,1.3580459951285206e+22,1.851319665653624e+22
20090316,1.7120999410382158e+22,1.4582055676425303e+22,1.9746820227015767e+22
20090416,1.8436284604312472e+22,1.5637395717581076e+22,2.1020533527828257e+22
20090516,1.971042030524001e+22,1.676167864450749e+22,2.2319119740257752e+22
20090616,2.0665438189243974e+22,1.7651810982557611e+22,2.3462192060129526e+22
