Figure 1. Global Atmospheric Concentrations of Carbon Dioxide Over Time,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,
Data source: Compilation of 8 underlying datasets,,,,,,,,
Web update: June 2024,,,,,,,,
Units: parts per million (ppm) of CO2,,,,,,,,
,,,,,,,,
Year,Antarctic Ice Cores,Mauna Loa,Barrow,Cape Matatula,South Pole,Cape Grim,Lampedusa,Shetland
Ice core measurements,,,,,,,,
-5976.365394,259.2,,,,,,,
-5910.181636,259.7,,,,,,,
-5769.591515,260.4,,,,,,,
-5711.366364,260.1,,,,,,,
-5547.865394,258.4,,,,,,,
-5455.323818,260.7,,,,,,,
-5324.01,263,,,,,,,
-5238.070303,262.3,,,,,,,
-5088.269879,257.6,,,,,,,
-5020.077394,258.1,,,,,,,
-4930.308667,262.9,,,,,,,
-4819.652545,262.1,,,,,,,
-4732.545394,259.4,,,,,,,
-4622.291576,261.1,,,,,,,
-4451.244848,261.2,,,,,,,
-4387.206909,262.7,,,,,,,
-4351.963333,263.2,,,,,,,
-4139.807879,265.5,,,,,,,
-4049.376061,266.7,,,,,,,
-3984.091455,260.7,,,,,,,
-3902.259636,265.5,,,,,,,
-3807.606364,265.9,,,,,,,
-3631.297333,267.6,,,,,,,
-3583.289576,265.2,,,,,,,
-3407.548545,265.3,,,,,,,
-3361.175758,267.6,,,,,,,
-3268.566182,269.8,,,,,,,
-3136.789939,268.6,,,,,,,
-3031.579879,269.3,,,,,,,
-2971.201818,270.7,,,,,,,
-2823.001515,271.5,,,,,,,
-2697.462909,269.8,,,,,,,
-2642.819273,269.1,,,,,,,
-2544.362424,271.1,,,,,,,
-2392.822424,271.5,,,,,,,
-2325.076667,272.8,,,,,,,
-2255.842364,271.6,,,,,,,
-2158.666727,271.7,,,,,,,
-2018.950606,274.9,,,,,,,
-1906.166364,275.4,,,,,,,
-1856.85697,271.5,,,,,,,
-1743.407697,273,,,,,,,
-1694.462727,273.4,,,,,,,
-1578.287879,275,,,,,,,
-1481.119273,274,,,,,,,
-1333.661576,273.1,,,,,,,
-1305.728182,276.3,,,,,,,
-1106.604242,274.6,,,,,,,
-998.816303,276.3,,,,,,,
-954.5469091,274.7,,,,,,,
-851.7606667,275.3,,,,,,,
-758.4754545,278.9,,,,,,,
-678.0157576,273.9,,,,,,,
-576.1249697,277.9,,,,,,,
-464.3166667,277.6,,,,,,,
-315.5493333,276.7,,,,,,,
-284.2352727,276.7,,,,,,,
-143.3590909,276.9,,,,,,,
-49.70909091,278,,,,,,,
1,276.7,,,,,,,
30,277.9,,,,,,,
56,277.4,,,,,,,
104,277.5,,,,,,,
136,278.1,,,,,,,
153.53076,278.0719954,,,,,,,
174.53362,277.5558921,,,,,,,
240.6014,280.2490872,,,,,,,
266.09531,278.3143999,,,,,,,
274.44392,280.2444922,,,,,,,
295.60457,280.9089599,,,,,,,
317.54579,281.6921389,,,,,,,
357.33356,277.7953778,,,,,,,
384.22688,277.2469179,,,,,,,
406.36455,279.1252091,,,,,,,
436.93834,279.9999147,,,,,,,
488.13194,277.1056915,,,,,,,
517.95611,276.7895191,,,,,,,
551.62162,276.5590465,,,,,,,
557.46833,278.4608976,,,,,,,
582.40769,276.1960375,,,,,,,
614.52456,277.8697161,,,,,,,
636.99923,279.5880502,,,,,,,
669.17636,278.454968,,,,,,,
701.24993,277.0989409,,,,,,,
730.4335,279.9902637,,,,,,,
762.29546,279.2937108,,,,,,,
793.10496,279.7246992,,,,,,,
822.32778,278.6230032,,,,,,,
875.4102,279.4204406,,,,,,,
914.12816,280.1055259,,,,,,,
957.65264,277.4071684,,,,,,,
982.65417,278.7402402,,,,,,,
1017.57791,279.7987034,,,,,,,
1019.27216,280.0645297,,,,,,,
1040.07917,280.9161702,,,,,,,
1049.17706,280.9667443,,,,,,,
1070.2027,282.844416,,,,,,,
1099.4098,283.0944583,,,,,,,
1115.6089,282.8416314,,,,,,,
1146.2869,284.5105844,,,,,,,
1165.9816,283.9659747,,,,,,,
1199.8114,284.5400442,,,,,,,
1210.955,283.6882892,,,,,,,
1251.2694,282.4131105,,,,,,,
1259.5071,282.1992861,,,,,,,
1278.1968,278.4312489,,,,,,,
1307.4472,281.578409,,,,,,,
1330.12,284.0676433,,,,,,,
1348.8499,278.3621212,,,,,,,
1390.3321,280.9115788,,,,,,,
1410.8606,279.6965499,,,,,,,
1428.8044,279.7256959,,,,,,,
1449.1638,282.2265804,,,,,,,
1469.3968,280.3125047,,,,,,,
1501.5286,283.1247804,,,,,,,
1529.6757,283.9478904,,,,,,,
1549.6475,283.5296826,,,,,,,
1559.8629,281.8290415,,,,,,,
1573.0129,282.5698275,,,,,,,
1588.1767,281.1089282,,,,,,,
1590.9906,279.3568611,,,,,,,
1603.4186,275.0665778,,,,,,,
1609.4608,271.1090305,,,,,,,
1628.5993,273.7807623,,,,,,,
1639.8145,276.6872123,,,,,,,
1649.0969,278.0152295,,,,,,,
1681.8943,276.6596678,,,,,,,
1689.7414,276.3246168,,,,,,,
1694.0664,277.3580509,,,,,,,
1722.8644,278.2701102,,,,,,,
1723.0074,277.0133098,,,,,,,
1733.872,278.3109425,,,,,,,
1741.2572,276.809,,,,,,,
1749.1199,277.6000739,,,,,,,
1751.9316,276.4573287,,,,,,,
1752.1294,278.0020011,,,,,,,
1762.8782,277.1556866,,,,,,,
1763.6968,276.396102,,,,,,,
1773.4555,277.8559525,,,,,,,
1779.4891,280.2362982,,,,,,,
1780.2999,273.073717,,,,,,,
1794.0965,281.617118,,,,,,,
1795.9435,282.3047107,,,,,,,
1796.4715,280.4044367,,,,,,,
1799.3364,282.7995519,,,,,,,
1813.6597,284.4312876,,,,,,,
1824.745,281.3603653,,,,,,,
1826.9223,285.9089399,,,,,,,
1832.873776,285.0861667,,,,,,,
1833.1772,283.8203923,,,,,,,
1836.7002,284.151984,,,,,,,
1840.828157,283.6545457,,,,,,,
1843.293213,281.5814826,,,,,,,
1844.46111,283.5311237,,,,,,,
1844.654654,283.182872,,,,,,,
1845.904891,283.6198857,,,,,,,
1847.3218,286.8392375,,,,,,,
1850.262382,284.001634,,,,,,,
1850.827,288.7903954,,,,,,,
1851.105647,285.4658309,,,,,,,
1853.708275,288.0544375,,,,,,,
1854.718381,285.5655772,,,,,,,
1856.620328,283.1621007,,,,,,,
1858.844041,286.6330756,,,,,,,
1861.834481,287.1745622,,,,,,,
1862.978556,285.3533188,,,,,,,
1864.128382,286.6541582,,,,,,,
1866.743888,285.0522923,,,,,,,
1867.7304,287.9922513,,,,,,,
1868.414913,289.5361449,,,,,,,
1869.656122,287.9864944,,,,,,,
1870.044686,286.3257815,,,,,,,
1872.826378,286.6550967,,,,,,,
1873.73798,291.5581975,,,,,,,
1876.905217,289.3281311,,,,,,,
1879.950584,287.7707292,,,,,,,
1882.922354,292.4639348,,,,,,,
1883.791472,289.7624132,,,,,,,
1884.1799,289.2265988,,,,,,,
1885.600129,288.1157637,,,,,,,
1887.394467,294.3417875,,,,,,,
1889.007481,292.3423879,,,,,,,
1889.868942,290.9175394,,,,,,,
1892.390519,295.1719293,,,,,,,
1892.878396,294.8594308,,,,,,,
1893.0603,295.3164627,,,,,,,
1893.658821,293.1665417,,,,,,,
1893.756325,293.8088307,,,,,,,
1898.65716,295.2814575,,,,,,,
1898.942405,297.0473645,,,,,,,
1900.178351,294.2207216,,,,,,,
1901.701875,295.6106368,,,,,,,
1903.906525,295.9913578,,,,,,,
1905.350804,299.0235966,,,,,,,
1905.543563,297.3282186,,,,,,,
1905.7742,299.6268629,,,,,,,
1908.523908,301.5041354,,,,,,,
1909.764769,297.8691068,,,,,,,
1910.715851,298.106247,,,,,,,
1911.095388,297.7268154,,,,,,,
1911.285014,299.2572775,,,,,,,
1912.51514,301.2977262,,,,,,,
1914.392996,300.7000887,,,,,,,
1915.786031,301.9151507,,,,,,,
1917.874588,303.8522213,,,,,,,
1918.668399,304.6132073,,,,,,,
1919.707781,301.8758604,,,,,,,
1922.505042,303.1815383,,,,,,,
1922.836883,306.1986243,,,,,,,
1924.748381,304.7159147,,,,,,,
1925.313043,304.9691568,,,,,,,
1927.79646,308.0187419,,,,,,,
1928.1568,305.6678685,,,,,,,
1928.539307,305.7053722,,,,,,,
1928.7436,305.7829415,,,,,,,
1929.386326,305.3808267,,,,,,,
1930.829694,305.7409187,,,,,,,
1932.293604,308.2555622,,,,,,,
1932.537299,308.2791992,,,,,,,
1932.780924,305.9440282,,,,,,,
1933.593049,307.0755443,,,,,,,
1933.876425,309.6306261,,,,,,,
1935.056301,306.3197984,,,,,,,
1935.709457,307.2585986,,,,,,,
1935.873358,309.3446869,,,,,,,
1936.863214,307.4076932,,,,,,,
1937.766693,312.3293255,,,,,,,
1937.86788,311.5205097,,,,,,,
1938.129852,311.9410288,,,,,,,
1938.1616,308.4798278,,,,,,,
1938.967723,310.4566675,,,,,,,
1939.222485,311.2117943,,,,,,,
1939.591827,310.9510867,,,,,,,
1939.969,309.800915,,,,,,,
1940.754009,307.7386636,,,,,,,
1940.839415,311.8022677,,,,,,,
1941.779698,312.3939386,,,,,,,
1942.035413,312.843733,,,,,,,
1942.207341,311.8780536,,,,,,,
1943.573648,312.3616402,,,,,,,
1944.509043,310.2243096,,,,,,,
1944.764323,311.2775835,,,,,,,
1944.96281,310.4402044,,,,,,,
1945.387389,311.8114965,,,,,,,
1945.55722,311.9671347,,,,,,,
1945.615839,312.5596868,,,,,,,
1946.62686,312.8663621,,,,,,,
1946.663397,310.3629002,,,,,,,
1947.706487,311.57095,,,,,,,
1948.774055,309.6939936,,,,,,,
1949.668472,313.6602846,,,,,,,
1950.2509,312.0017776,,,,,,,
1952.383918,312.1844627,,,,,,,
1953.558561,312.2227408,,,,,,,
1953.713937,312.8003638,,,,,,,
1953.791544,313.171057,,,,,,,
1954.795965,314.7139613,,,,,,,
1956.1572,315.3420739,,,,,,,
1957.103747,314.4370578,,,,,,,
1957.203374,316.3253802,,,,,,,
1957.257539,315.2703546,,,,,,,
1957.872424,314.5721663,,,,,,,
1958.102786,316.1014029,,,,,,,
1958.562971,316.33402,,,,,,,
1959,,315.98,,,,,,
1959.092696,311.9838924,,,,,,,
1960,,316.91,,,,,,
1960.314045,313.0933881,,,,,,,
1960.568662,318.2065804,,,,,,,
1961,,317.64,,,,,,
1961.7159,316.5926101,,,,,,,
1962,,318.45,,,,,,
1962.321916,317.521628,,,,,,,
1962.395341,319.1381732,,,,,,,
1962.542092,317.4481355,,,,,,,
1962.61528,318.6110626,,,,,,,
1963,,318.99,,,,,,
1963.200018,319.0660644,,,,,,,
1963.564496,319.123473,,,,,,,
1964,,319.62,,,,,,
1965,,320.04,,,,,,
1965.226349,319.8929363,,,,,,,
1965.297878,319.1950596,,,,,,,
1965.866012,320.9815664,,,,,,,
1966,,321.37,,,,,,
1966.545235,322.1747797,,,,,,,
1966.789044,320.4923554,,,,,,,
1967,,322.18,,,,,,
1968,,323.05,,,,,,
1968.538749,320.3806508,,,,,,,
1968.813869,324.0855174,,,,,,,
1968.984371,325.0771759,,,,,,,
1969,,324.62,,,,,,
1969.423218,324.7060576,,,,,,,
1970,,325.68,,,,,,
1970.221683,324.5570617,,,,,,,
1970.63715,324.9059937,,,,,,,
1970.656302,326.6491948,,,,,,,
1970.872682,326.3093257,,,,,,,
1971,,326.32,,,,,,
1972,,327.46,,,,,,
1972.041018,330.3504422,,,,,,,
1972.088334,328.415888,,,,,,,
1973,,329.68,,,,,,
1974,,330.19,333.742,,,,,
1974.133413,331.5498057,,,,,,,
1975,,331.13,333.651,,,,,
1975.570921,332.3656863,,,,,,,
1976,,332.03,333.349,331.452,329.769,,,
1976.67037,332.3689555,,,,,,,
1976.79675,335.5469535,,,,,,,
1977,,333.84,334.775,332.665,331.608,331.697,,
1978,,335.41,336.664,,333.334,333.476,,
1979,,336.84,337.933,336.325,,335.26,,
1979.14259,334.8485555,,,,,,,
1980,,338.76,340.165,338.028,337.077,336.526,,
1981,,340.12,342.302,339.146,338.612,337.632,,
1982,,341.48,343.108,340.322,339.728,338.118,,
1983,,343.15,344.32,341.769,341.104,340.021,,
1983.025919,339.4604885,,,,,,,
1983.07685,341.3292967,,,,,,,
1984,,344.87,346.091,343.756,343.006,341.839,,
1984.916753,342.0519764,,,,,,,
1985,,346.35,347.176,344.903,344.168,343.26,,
1985.76218,343.1107521,,,,,,,
1986,,347.61,348.983,346.328,345.52,344.467,,
1986.143228,343.9736768,,,,,,,
1986.616016,344.7177686,,,,,,,
1987,,349.31,350.057,348.063,347.282,346.132,,
1987.208592,345.441206,,,,,,,
1988,,351.69,353.113,350.383,349.203,348.3,,
1988.069512,347.5974056,,,,,,,
1988.966335,349.2784146,,,,,,,
1989,,353.2,355.272,351.718,351.087,349.5,,
1989.407968,349.8002704,,,,,,,
1989.9714,350.8086522,,,,,,,
1990,,354.45,355.992,353.002,352.232,350.978,,
1991,,355.7,357.815,354.269,353.137,352.673,,
1991.134817,352.4163084,,,,,,,
1992,,356.54,357.863,355.165,354.371,354.183,,
1992.313517,353.7242358,,,,,,,
1993,,357.21,358.177,355.977,355.223,355.033,360.8,356.89
1993.08,353.9466853,,,,,,,
1994,,358.96,360.161,357.721,356.667,356.499,361.23,358.62
1994.405642,357.1067397,,,,,,,
,,,,,,,,
1995,,360.97,362.452,359.723,358.518,358.465,363.22,360.59
1996,,362.74,364.308,361.239,360.186,359.995,363.66,362.7
1996.279272,359.6477932,,,,,,,
1997,,363.88,365.224,362.408,361.548,361.355,364.83,363.99
1998,361.7807366,366.84,367.879,364.902,364.031,363.869,367.98,366.06
1999,,368.54,369.648,367.321,365.943,365.782,370.83,368.31
1999,,,,,,,,
1999,,,,,,,,
1999,,,,,,,,
1999,,,,,,,,
1999,,,,,,,,
1999,,,,,,,,
2000,,369.71,371.358,368.628,367.263,367.037,371.86,369.13
2001,,371.32,372.837,369.993,368.884,368.548,,370.97
2001.03,368.0224879,,,,,,,
2003,,375.98,377.565,374.31,373.222,372.997,,
2004,,377.7,378.891,376.23,375.073,374.884,,
2005,,379.98,381.311,378.215,376.943,376.883,,
2006,,382.09,383.691,380.188,378.885,378.809,,
2007,,384.02,385.138,382.279,380.908,380.695,,
2008,,385.83,387.613,384.056,382.908,382.826,,
2009,,387.64,388.52,385.787,384.452,384.386,,
2010,,390.1,391.163,387.733,386.333,386.2,,
2011,,391.85,393.367,389.765,388.178,388.074,,
2012,,394.06,395.214,391.837,390.243,390.118,,
2013,,396.74,398.083,394.522,393,392.961,,
2014,,398.82,399.968,396.407,395.031,394.985,,
2015,,401.02,402.108,398.669,397.452,397.456,,
2016,,404.41,404.907,402.011,400.599,400.623,,
2017,,406.77,408.475,404.256,402.596,402.565,,
2018,,408.72,410.479,406.567,405.218,405.027,,
2019,,411.66,412.616,409.257,407.632,407.478,,
2020,,414.21,415.412,,409.991,409.825,,
2021,,416.41,417.641,413.605,412.073,412.023,,
2022,,418.53,420.243,415.851,414.42,414.361,,
2023,,421.08,421.987,418.139,416.503,416.378,,
