time,ohc_mean,ohc_min,ohc_max
20071116,1.508685815385776e+21,-3.7134138462632605e+21,6.295416341446166e+21
20080016,2.506390327240335e+21,-2.409176836026315e+21,7.020403932960424e+21
20080116,3.8003392253547727e+21,-8.594819179736472e+20,7.993727420102278e+21
20080216,5.371480692971695e+21,1.0862848371453896e+21,9.129663199958279e+21
20080316,6.961749440787269e+21,2.913659510972731e+21,1.038958708857421e+22
20080416,8.630356812303575e+21,4.66819540387678e+21,1.2042860482106755e+22
20080516,1.0026503809155855e+22,6.060675194612486e+21,1.3520228481481279e+22
20080616,1.1405365427688333e+22,7.197410386858594e+21,1.506562171128987e+22
20080716,1.3335171866705432e+22,9.027093577707428e+21,1.7191062341380125e+22
20080816,1.5075489670405892e+22,1.1051092924903471e+22,1.8877807988543163e+22
20080916,1.6721915622179998e+22,1.2992058608257251e+22,2.039888337538882e+22
20081016,1.8473619069923404e+22,1.4589682991519217e+22,2.2273610866023173e+22
20081116,2.03529193936469e+22,1.6390572136675481e+22,2.4359827019858876e+22
20090016,2.247242513323571e+22,1.8462545844339607e+22,2.630446848493352e+22
20090116,2.4301848869833506e+22,2.034374416321356e+22,2.7908447071969737e+22
20090216,2.588425218410737e+22,2.1865251098111014e+22,2.9549193796963743e+22
20090316,2.7465504275108987e+22,2.3321373882280873e+22,3.123029943619344e+22
20090416,2.91312701661179e+22,2.4772542425385648e+22,3.29168115529508e+22
20090516,3.080061108957101e+22,2.6369823596826012e+22,3.469534384439438e+22
20090616,3.2214902770316998e+22,2.7807323902711704e+22,3.6332423888691767e+22
20090716,3.3143327339498797e+22,2.8657980125878092e+22,3.751969134525682e+22
20090816,3.414647349448811e+22,2.9400390455500785e+22,3.8571036412068135e+22
20090916,3.4859725943863343e+22,3.0046593388683714e+22,3.932654583650701e+22
20091016,3.5695056004667828e+22,3.0966809021644733e+22,4.027999334346841e+22
20091116,3.6401833328618806e+22,3.157100913290299e+22,4.086873278485589e+22
20100016,3.681363174496645e+22,3.2200267460137925e+22,4.127218513037409e+22
20100116,3.7325319663279204e+22,3.281909319883605e+22,4.184132753328303e+22
20100216,3.784665447964376e+22,3.3413907996120856e+22,4.222347916611367e+22
20100316,3.836798216530892e+22,3.408280231602629e+22,4.2646725207294134e+22
20100416,3.866183926377507e+22,3.4437665512814778e+22,4.293845544330627e+22
20100516,3.881904093658815e+22,3.453412661203355e+22,4.312895995934385e+22
20100616,3.913558364215729e+22,3.4878750312119258e+22,4.344883581652721e+22
20100716,3.9781956586226156e+22,3.565139780964012e+22,4.381696155126834e+22
20100816,4.063891691062095e+22,3.66104776308855e+22,4.450961930225759e+22
20100916,4.147422148855753e+22,3.7253842733353232e+22,4.521540917446027e+22
20101016,4.208741465026169e+22,3.771572815813666e+22,4.5871339695188335e+22
20101116,4.250733072987769e+22,3.802965494786224e+22,4.643126398025999e+22
20110016,4.265048999140264e+22,3.799324578432475e+22,4.668265003256022e+22
20110116,4.284946611610928e+22,3.805441442506363e+22,4.711742416288685e+22
20110216,4.32240363517972e+22,3.807269303475126e+22,4.803913836862387e+22
20110316,4.388742149333847e+22,3.842032194933831e+22,4.927445960851293e+22
20110416,4.485909728226166e+22,3.938556269487393e+22,5.057280647338723e+22
20110516,4.5937937725517986e+22,4.043852586750137e+22,5.185755546978662e+22
20110616,4.68661459342677e+22,4.125088085233681e+22,5.296752764594711e+22
20110716,4.778911191552115e+22,4.223202493405659e+22,5.394262076626754e+22
20110816,4.871880514871799e+22,4.332472655624605e+22,5.4765106410814775e+22
20110916,4.96943107987643e+22,4.4497370074221094e+22,5.5699047514240144e+22
20111016,5.084494049658077e+22,4.594940715527901e+22,5.652725122911426e+22
20111116,5.237748992937706e+22,4.7667721816105015e+22,5.784268550157474e+22
20120016,5.433115508814007e+22,4.987066564278262e+22,5.957776706381345e+22
20120116,5.614827891244057e+22,5.19603749010793e+22,6.098138894767725e+22
20120216,5.788631592440474e+22,5.390988935477576e+22,6.226597956748975e+22
20120316,5.919354081028447e+22,5.5280213874794595e+22,6.317526984305474e+22
20120416,6.040848348703967e+22,5.638674830323953e+22,6.403152310230802e+22
20120516,6.1564979798910725e+22,5.7309743783070535e+22,6.488751702928277e+22
20120616,6.320586692362312e+22,5.872473237709386e+22,6.631305267833342e+22
20120716,6.457584151395092e+22,5.978917128452178e+22,6.771545333609827e+22
20120816,6.546845743707555e+22,6.040436862312013e+22,6.8970266905774526e+22
20120916,6.6192779096324905e+22,6.082172095358824e+22,7.0056944212862445e+22
