Time (years),Mean Sea Level (cm),90% C.L. uncertainty,OLS fit
2021.0965092402464,9.822819021941735,0.4275061197646253,9.855797608835575
2021.0992470910335,9.823282662339432,0.42735689704184276,9.85708996973787
2021.1019849418208,9.823763354798837,0.42746289604767496,9.858382411081257
2021.1047227926078,9.824261628039164,0.4276872674052412,9.859674932865733
2021.107460643395,9.824777995094896,0.4280289229452653,9.860967535091302
2021.110198494182,9.82531295615049,0.42799147063075543,9.86226021775796
2021.1129363449693,9.825866998146537,0.42811453501263796,9.863552980865707
2021.1156741957564,9.8264405909956,0.4278655099367161,9.864845824414548
2021.1184120465434,9.827034187552247,0.42826497742640834,9.866138748404477
2021.1211498973305,9.827648223453677,0.4283087913989857,9.867431752835497
2021.1238877481178,9.828283118813951,0.428364755981075,9.868724837707607
2021.1266255989049,9.828939276548828,0.42848663977163337,9.870018003020807
2021.129363449692,9.829617082474593,0.42862588684217345,9.8713112487751
2021.132101300479,9.830316907861688,0.4285976741299309,9.872604574970481
2021.1348391512663,9.831039111786287,0.4286680237894021,9.873897981606953
2021.1375770020534,9.831784040250188,0.4286456370202967,9.875191468684518
2021.1403148528404,9.83255202382776,0.428865613577855,9.87648503620317
2021.1430527036277,9.83334337981832,0.4289911232187628,9.877778684162914
2021.1457905544148,9.834158409836425,0.42895828504447675,9.87907241256375
2021.148528405202,9.834997399854476,0.4291960752963362,9.880366221405673
2021.151266255989,9.83586062044564,0.42905801923115894,9.88166011068869
2021.1540041067763,9.83674832520894,0.42920367968912476,9.882954080412796
2021.1567419575633,9.837660750138175,0.4293294162986209,9.884248130577992
2021.1594798083504,9.838598114961664,0.4295029057484181,9.88554226118428
2021.1622176591375,9.839560619398565,0.4293979759470104,9.886836472231659
2021.1649555099248,9.840548443027501,0.42944482074498824,9.888130763720126
2021.1676933607118,9.841561745992683,0.4297535495862899,9.889425135649685
2021.170431211499,9.842600671541035,0.4297848971677911,9.890719588020334
2021.1731690622862,9.843665346076877,0.42967073608168993,9.892014120832075
2021.1759069130733,9.844755886145709,0.42980724833426687,9.893308734084904
2021.1786447638603,9.845872403584435,0.43010415568503896,9.894603427778826
2021.1813826146474,9.84701500657352,0.4300435220585792,9.895898201913838
2021.1841204654347,9.848183799985227,0.4301455987787633,9.89719305648994
2021.1868583162218,9.849378888026974,0.43018070127046903,9.898487991507132
2021.1895961670089,9.850600370187967,0.43023064208365347,9.899783006965414
2021.192334017796,9.851848336409681,0.4301535927243104,9.901078102864787
2021.1950718685832,9.853122865330207,0.4302754797152878,9.902373279205252
2021.1978097193703,9.85442401834899,0.4301799680265703,9.903668535986805
2021.2005475701574,9.85575183655662,0.4302952242107194,9.90496387320945
2021.2032854209447,9.857106337844227,0.43050263296008034,9.906259290873187
2021.2060232717317,9.85848751688017,0.43047086289472947,9.907554788978013
2021.2087611225188,9.859895347601467,0.4308019878559577,9.908850367523929
2021.2114989733059,9.861329783466362,0.43067611889039603,9.910146026510935
2021.2142368240932,9.862790753635208,0.4308515380106105,9.911441765939033
2021.2169746748802,9.864278162898543,0.430533051673761,9.912737585808221
2021.2197125256673,9.865791892739688,0.4308519165919261,9.9140334861185
2021.2224503764544,9.867331796325004,0.430961740423336,9.915329466869869
2021.2251882272417,9.86889769704628,0.4310114157005739,9.91662552806233
2021.2279260780288,9.870489391628961,0.4309311715466905,9.917921669695879
2021.2306639288158,9.872106651958378,0.43106269998917734,9.919217891770518
2021.233401779603,9.873749225427238,0.4310756762163802,9.92051419428625
2021.2361396303902,9.87541683810214,0.43103777570312946,9.921810577243072
2021.2388774811773,9.877109194970181,0.4313546127220623,9.923107040640986
2021.2416153319643,9.878825979074781,0.4314326089557087,9.924403584479988
2021.2443531827516,9.880566855759119,0.4314128043878026,9.92570020876008
2021.2470910335387,9.882331472548982,0.4311244102819406,9.926996913481265
2021.2498288843258,9.884119458584093,0.43143212427947913,9.92829369864354
2021.2525667351129,9.885930424557742,0.4314606491266684,9.929590564246903
2021.2553045859001,9.88776396668452,0.43144063653341674,9.930887510291358
2021.2580424366872,9.889619669287463,0.4316241957456921,9.932184536776903
2021.2607802874743,9.89149710624263,0.43170748234776335,9.93348164370354
2021.2635181382614,9.89339584046345,0.4317277635080686,9.934778831071267
2021.2662559890487,9.895315425954337,0.431902314065419,9.936076098880084
2021.2689938398357,9.897255409274006,0.4317545750645391,9.937373447129993
2021.2717316906228,9.899215327896734,0.43199177660660054,9.938670875820991
2021.27446954141,9.9011947089353,0.43192309702165854,9.93996838495308
2021.2772073921972,9.903193071563525,0.43215643889404887,9.941265974526258
2021.2799452429842,9.905209927857193,0.43192614512368704,9.942563644540527
2021.2826830937713,9.907244783152677,0.4321381772764299,9.94386139499589
2021.2854209445586,9.909297135907035,0.4322307006437068,9.94515922589234
2021.2881587953457,9.911366478648086,0.4323269959583951,9.946457137229881
2021.2908966461328,9.91345230301936,0.4321098013522211,9.947755129008515
2021.2936344969198,9.915554103449782,0.43227170635667955,9.949053201228237
2021.2963723477071,9.917671380158485,0.43239138146586664,9.95035135388905
2021.2991101984942,9.91980364233704,0.43249695592359655,9.951649586990953
2021.3018480492813,9.921950409902372,0.4323370834611204,9.952947900533946
2021.3045859000686,9.924111215007597,0.4324486726587877,9.954246294518033
2021.3073237508556,9.926285606212284,0.43251214274844074,9.955544768943208
2021.3100616016427,9.928473147264926,0.43265246724766654,9.956843323809473
2021.3127994524298,9.930673417340193,0.4325168308556762,9.95814195911683
2021.315537303217,9.932886013928991,0.43275638184048393,9.959440674865276
2021.3182751540041,9.935110551065199,0.432583316096063,9.960739471054813
2021.3210130047912,9.93734665203291,0.4328259266987574,9.96203834768544
2021.3237508555783,9.93959394671558,0.43275959628965277,9.963337304757157
2021.3264887063656,9.941852070972645,0.4327399733155896,9.964636342269968
2021.3292265571527,9.944120663745739,0.43280622549244624,9.965935460223866
2021.3319644079397,9.946399362295127,0.43297227859056725,9.967234658618855
2021.3347022587268,9.94868779973592,0.4329335868827727,9.968533937454938
2021.337440109514,9.950985605674473,0.4330242868890985,9.969833296732107
2021.3401779603012,9.95329240452054,0.4332555115017711,9.971132736450368
2021.3429158110882,9.955607814109742,0.4332885799927034,9.97243225660972
2021.3456536618755,9.957931445394577,0.4332527637158205,9.973731857210161
2021.3483915126626,9.960262907585314,0.43326525644941205,9.975031538251695
2021.3511293634497,9.962601806317549,0.433176771268477,9.97633129973432
2021.3538672142367,9.96494774101646,0.4333565760174897,9.977631141658032
2021.356605065024,9.96730030736533,0.43348554730859873,9.978931064022838
2021.359342915811,9.969659101759166,0.4333902414897921,9.980231066828733
2021.3620807665982,9.97202371854019,0.4336806393124327,9.981531150075718
2021.3648186173853,9.974393752994722,0.43363836466673483,9.982831313763793
2021.3675564681726,9.976768803637297,0.43372582376835767,9.984131557892958
2021.3702943189596,9.979148476263166,0.43376347138800725,9.985431882463217
2021.3730321697467,9.981532384681433,0.43371611388182285,9.986732287474565
2021.3757700205338,9.983920153871505,0.43381043647212275,9.988032772927001
2021.378507871321,9.986311418424691,0.43392570199755787,9.989333338820531
2021.3812457221081,9.988705825541382,0.43399687011748045,9.99063398515515
2021.3839835728952,9.99110303501505,0.4340569876241641,9.99193471193086
2021.3867214236825,9.99350272218932,0.4342504120320429,9.993235519147659
2021.3894592744696,9.995904578490952,0.4343963993930381,9.99453640680555
2021.3921971252566,9.998308310928614,0.4342875678003313,9.99583737490453
2021.3949349760437,10.000713647945561,0.4344527480198599,9.9971384234446
2021.397672826831,10.003120338473703,0.43450444297372387,9.998439552425765
2021.400410677618,10.005528149403883,0.43461473434304027,9.999740761848017
2021.4031485284052,10.007936867041227,0.43480255259295353,10.001042051711359
2021.4058863791922,10.01034629705385,0.43484329925203025,10.002343422015795
2021.4086242299795,10.012756260263691,0.4348241711993392,10.003644872761319
2021.4113620807666,10.01516658699446,0.43485254526790945,10.004946403947931
2021.4140999315537,10.01757711204066,0.43520128152048465,10.006248015575636
2021.416837782341,10.019987677065831,0.4350897933398408,10.007549707644433
2021.419575633128,10.02239813040888,0.4351643017638907,10.00885148015432
2021.422313483915,10.024808322512232,0.43525794123661504,10.010153333105297
2021.4250513347022,10.027218105808974,0.43532877526728814,10.011455266497363
2021.4277891854895,10.029627334720676,0.43553161065197993,10.012757280330522
2021.4305270362765,10.032035868037948,0.4356085092811451,10.01405937460477
2021.4332648870636,10.034443569888966,0.43561850199229346,10.015361549320108
2021.4360027378507,10.036850307369287,0.4355811842723837,10.016663804476538
2021.438740588638,10.039255954546547,0.4355620652076176,10.017966140074057
2021.441478439425,10.041660391718459,0.4359326243560931,10.019268556112669
2021.4442162902121,10.044063506293673,0.43595729636433816,10.02057105259237
2021.4469541409994,10.046465196250058,0.4360944851249901,10.021873629513161
2021.4496919917865,10.048865366630322,0.4361207429950198,10.023176286875044
2021.4524298425736,10.051263932798346,0.43614616974405157,10.024479024678016
2021.4551676933606,10.053660823039491,0.43638090666496676,10.025781842922077
2021.457905544148,10.056055977323057,0.436276289470778,10.027084741607231
2021.460643394935,10.058449347169558,0.43652321887568213,10.028387720733475
2021.463381245722,10.06084089251077,0.43672216653455587,10.029690780300811
2021.4661190965091,10.063230578579859,0.4365845210325149,10.030993920309236
2021.4688569472964,10.06561837487122,0.43661739680267375,10.03229714075875
2021.4715947980835,10.068004256322077,0.4367934459930646,10.033600441649357
2021.4743326488706,10.070388206519205,0.43688418517660405,10.034903822981054
2021.4770704996577,10.072770217722724,0.4372478174183133,10.036207284753841
2021.479808350445,10.075150289888107,0.43717765798399144,10.037510826967718
2021.482546201232,10.077528431434317,0.4372006549239812,10.038814449622686
2021.485284052019,10.079904659281564,0.4373328322397634,10.040118152718746
2021.4880219028064,10.082278991899123,0.43724629856976693,10.041421936255894
2021.4907597535935,10.084651446158764,0.43739662337265456,10.042725800234134
2021.4934976043805,10.087022035391344,0.43783177493748127,10.044029744653464
2021.4962354551676,10.089390770555903,0.43774604743630074,10.045333769513885
2021.498973305955,10.091757657761505,0.43790945543028936,10.046637874815396
2021.501711156742,10.094122693107867,0.43790295770390625,10.047942060557997
2021.504449007529,10.096485864072037,0.4379735907841386,10.04924632674169
2021.5071868583161,10.098847148008574,0.43803338322140395,10.050550673366473
2021.5099247091034,10.101206515066051,0.43805094652848825,10.051855100432347
2021.5126625598905,10.10356392601987,0.43823637325030507,10.053159607939309
2021.5154004106776,10.10591932987243,0.4382754829539879,10.054464195887364
2021.5181382614649,10.108272663773635,0.438350609083638,10.055768864276509
2021.520876112252,10.110623852045189,0.43858023271920127,10.057073613106745
2021.523613963039,10.112972803364853,0.4386121616955032,10.05837844237807
2021.526351813826,10.115319410567452,0.4387591317221586,10.059683352090486
2021.5290896646134,10.117663546832475,0.43881664004145887,10.060988342243993
2021.5318275154004,10.120005065946463,0.4387282438016924,10.06229341283859
2021.5345653661875,10.122343799245451,0.439133928066448,10.063598563874278
